id action freq period
12 A94 P7 1-3
13 A47 P9 9-12
8 A32 P6 3-5
30 A16 P10 1-3
29 A27 P4 9-12
5 A40 P6 3-5
16 A44 P8 3-5
24 A57 P3 3-5
20 A70 P7 3-5
19 A9 P7 3-5
4 A3 P10 9-12
11 A44 P7 9-12
14 A77 P7 3-5
26 A53 P4 9-12
10 A56 P3 1-3
13 A83 P8 9-12
4 A84 P3 9-12
15 A0 P8 9-12
27 A39 P4 1-3
15 A86 P9 9-12
13 A29 P8 3-5
14 A72 P7 9-12
21 A71 P8 9-12
1 A86 P9 1-3
1 A2 P7 3-5
24 A52 P7 1-3
28 A7 P2 9-12
16 A56 P4 3-5
17 A31 P10 9-12
9 A14 P1 3-5
6 A90 P9 3-5
20 A38 P8 1-3
23 A28 P5 1-3
17 A67 P6 9-12
30 A31 P7 9-12
26 A64 P1 3-5
20 A6 P9 3-5
8 A1 P5 3-5
25 A52 P1 9-12
11 A39 P7 1-3
15 A16 P8 3-5
4 A19 P5 9-12
11 A68 P1 9-12
24 A77 P4 1-3
17 A81 P8 1-3
5 A32 P6 9-12
13 A61 P3 1-3
27 A67 P7 3-5
23 A72 P10 3-5
20 A15 P2 3-5
9 A33 P1 9-12
9 A4 P7 9-12
7 A44 P2 1-3
23 A66 P4 3-5
14 A21 P7 3-5
8 A38 P8 3-5
26 A19 P1 1-3
27 A63 P2 1-3
8 A25 P8 1-3
8 A32 P6 3-5
4 A66 P10 1-3
1 A86 P9 1-3
14 A26 P7 3-5
21 A46 P8 3-5
5 A39 P8 3-5
15 A99 P1 9-12
24 A61 P6 3-5
5 A3 P4 3-5
29 A57 P3 9-12
6 A42 P5 1-3
17 A33 P2 3-5
23 A11 P3 9-12
29 A37 P8 3-5
1 A2 P5 3-5
12 A75 P1 1-3
8 A91 P2 3-5
25 A23 P10 3-5
23 A78 P2 9-12
5 A57 P2 3-5
18 A92 P6 1-3
17 A96 P6 3-5
2 A21 P1 3-5
1 A97 P3 3-5
19 A13 P4 1-3
12 A30 P4 9-12
22 A53 P4 9-12
16 A14 P8 9-12
22 A57 P9 3-5
10 A7 P10 1-3
1 A67 P3 9-12
22 A43 P10 3-5
1 A73 P6 9-12
15 A4 P7 3-5
11 A82 P6 3-5
21 A63 P3 9-12
17 A67 P7 3-5
27 A42 P10 1-3
28 A11 P8 3-5
1 A64 P3 9-12
22 A67 P7 1-3
6 A72 P7 3-5
18 A46 P8 3-5
20 A20 P8 9-12
8 A18 P5 9-12
4 A48 P7 9-12
21 A63 P4 9-12
13 A93 P9 1-3
26 A67 P1 3-5
9 A95 P1 3-5
5 A69 P1 3-5
17 A81 P7 3-5
30 A30 P4 9-12
28 A37 P9 3-5
24 A66 P3 9-12
26 A68 P5 3-5
22 A31 P2 3-5
8 A70 P1 1-3
22 A82 P6 3-5
6 A57 P9 3-5
22 A92 P4 3-5
15 A40 P3 1-3
27 A42 P4 1-3
7 A31 P9 1-3
7 A50 P4 1-3
6 A68 P3 1-3
22 A2 P2 3-5
15 A26 P8 9-12
27 A7 P6 1-3
28 A79 P8 1-3
18 A80 P6 1-3
14 A46 P3 3-5
2 A32 P6 1-3
6 A64 P2 1-3
18 A64 P3 9-12
14 A36 P5 3-5
26 A64 P6 1-3
14 A60 P1 3-5
7 A14 P1 3-5
18 A17 P6 3-5
14 A92 P3 1-3
11 A78 P3 9-12
18 A2 P8 9-12
29 A81 P10 1-3
13 A59 P8 3-5
2 A75 P1 1-3
18 A24 P2 3-5
19 A26 P3 3-5
14 A11 P10 3-5
9 A34 P1 9-12
26 A37 P3 3-5
18 A8 P8 1-3
2 A65 P10 3-5
22 A65 P4 3-5
9 A35 P3 3-5
1 A36 P1 3-5
4 A86 P3 3-5
3 A91 P10 3-5
12 A2 P7 3-5
5 A72 P2 3-5
28 A44 P4 1-3
8 A40 P6 3-5
23 A89 P9 3-5
27 A12 P2 9-12
13 A74 P6 1-3
21 A0 P4 3-5
30 A60 P3 1-3
19 A71 P7 9-12
16 A90 P10 1-3
10 A17 P8 9-12
2 A58 P7 1-3
27 A30 P4 1-3
8 A23 P10 1-3
28 A50 P2 1-3
26 A19 P1 3-5
8 A32 P1 1-3
26 A64 P8 3-5
28 A19 P9 1-3
8 A10 P9 3-5
14 A84 P1 3-5
2 A32 P9 9-12
11 A52 P1 1-3
20 A53 P6 9-12
14 A75 P5 1-3
19 A59 P8 3-5
10 A85 P7 1-3
7 A44 P10 1-3
15 A83 P4 3-5
23 A41 P3 1-3
10 A21 P1 3-5
27 A19 P2 3-5
24 A0 P4 9-12
20 A52 P6 3-5
19 A84 P1 9-12
26 A85 P8 9-12
11 A45 P4 1-3
29 A19 P9 3-5
25 A12 P4 1-3
22 A77 P4 1-3
7 A90 P8 1-3
19 A21 P2 3-5
1 A29 P2 1-3
20 A0 P8 3-5
19 A68 P7 1-3
2 A65 P10 9-12
5 A23 P1 3-5
30 A15 P2 3-5
10 A47 P7 1-3
7 A53 P4 3-5
14 A88 P1 3-5
6 A73 P2 9-12
1 A61 P4 1-3
8 A52 P6 9-12
27 A25 P9 1-3
13 A73 P4 9-12
22 A4 P4 3-5
1 A60 P10 9-12
27 A25 P10 9-12
11 A8 P9 1-3
17 A59 P8 3-5
23 A45 P10 1-3
26 A19 P1 1-3
16 A72 P7 1-3
9 A51 P7 3-5
29 A98 P4 3-5
28 A37 P9 9-12
16 A34 P8 1-3
25 A2 P10 3-5
19 A75 P7 9-12
7 A11 P6 3-5
27 A86 P9 1-3
4 A4 P4 1-3
7 A23 P8 3-5
15 A28 P7 3-5
9 A58 P6 9-12
19 A42 P6 9-12
2 A12 P5 9-12
25 A99 P1 9-12
22 A66 P8 1-3
26 A19 P2 9-12
2 A78 P3 9-12
10 A12 P4 9-12
17 A47 P2 1-3
27 A7 P10 1-3
27 A85 P4 1-3
15 A8 P9 1-3
2 A48 P4 9-12
29 A88 P3 3-5
8 A72 P4 1-3
16 A74 P4 3-5
18 A53 P10 3-5
22 A45 P7 1-3
5 A69 P7 3-5
5 A69 P5 1-3
6 A45 P3 3-5
10 A37 P4 3-5
3 A83 P7 9-12
3 A74 P6 9-12
16 A96 P8 3-5
3 A86 P8 3-5
17 A3 P10 9-12
29 A92 P5 9-12
11 A24 P9 3-5
1 A90 P9 1-3
2 A39 P1 3-5
24 A75 P1 9-12
3 A28 P4 9-12
25 A69 P7 3-5
13 A67 P5 3-5
10 A95 P9 9-12
27 A26 P5 3-5
5 A98 P10 1-3
16 A84 P10 3-5
28 A1 P5 3-5
2 A60 P5 3-5
26 A45 P3 9-12
27 A0 P8 3-5
8 A58 P10 1-3
2 A17 P2 3-5
10 A9 P10 9-12
24 A1 P9 3-5
29 A72 P7 3-5
11 A61 P9 3-5
15 A11 P2 1-3
20 A47 P10 3-5
8 A53 P3 3-5
27 A50 P10 1-3
20 A83 P10 3-5
18 A88 P1 1-3
7 A50 P6 1-3
13 A45 P3 1-3
19 A23 P6 3-5
18 A39 P7 3-5
10 A39 P7 9-12
29 A51 P3 3-5
25 A8 P9 9-12
3 A37 P10 3-5
22 A77 P10 3-5
2 A31 P3 3-5
6 A73 P2 9-12
5 A96 P8 3-5
26 A50 P8 1-3
1 A42 P10 3-5
19 A39 P4 9-12
1 A79 P1 1-3
2 A65 P2 1-3
4 A50 P8 1-3
13 A68 P4 3-5
3 A93 P9 3-5
13 A17 P1 9-12
14 A25 P8 1-3
1 A0 P8 9-12
14 A75 P1 1-3
2 A23 P2 3-5
27 A50 P10 1-3
15 A34 P9 3-5
13 A39 P2 3-5
24 A33 P2 9-12
20 A64 P4 3-5
30 A75 P1 1-3
25 A81 P1 9-12
18 A86 P3 1-3
19 A45 P7 1-3
27 A74 P6 1-3
21 A71 P7 9-12
30 A42 P2 9-12
25 A23 P9 1-3
11 A37 P10 3-5
26 A85 P4 1-3
13 A28 P1 1-3
28 A82 P6 1-3
12 A26 P7 3-5
22 A88 P1 3-5
4 A30 P4 9-12
23 A42 P8 1-3
13 A39 P2 3-5
30 A12 P4 9-12
13 A91 P10 9-12
12 A52 P8 1-3
5 A72 P10 3-5
14 A3 P4 3-5
2 A64 P3 3-5
20 A22 P10 3-5
26 A64 P3 3-5
18 A50 P2 1-3
8 A32 P7 9-12
19 A34 P7 3-5
1 A27 P5 3-5
19 A43 P8 3-5
26 A10 P5 9-12
19 A69 P6 1-3
22 A81 P3 3-5
24 A41 P9 1-3
18 A96 P1 3-5
7 A97 P7 3-5
6 A34 P7 9-12
6 A34 P5 3-5
25 A7 P10 9-12
19 A75 P1 9-12
5 A73 P6 3-5
3 A75 P1 9-12
23 A88 P1 1-3
23 A62 P2 9-12
21 A17 P8 9-12
18 A20 P10 1-3
19 A23 P2 1-3
18 A43 P1 9-12
11 A83 P1 9-12
16 A4 P7 1-3
12 A73 P4 1-3
13 A28 P3 1-3
15 A39 P7 3-5
2 A73 P6 9-12
3 A43 P8 1-3
9 A3 P9 9-12
10 A1 P7 3-5
2 A24 P4 3-5
7 A92 P1 3-5
27 A45 P1 1-3
11 A24 P8 1-3
12 A48 P8 9-12
13 A76 P9 9-12
27 A2 P5 3-5
12 A62 P10 3-5
18 A17 P10 3-5
25 A46 P1 1-3
10 A58 P10 1-3
8 A35 P8 3-5
1 A59 P9 3-5
16 A58 P2 1-3
15 A39 P7 9-12
13 A58 P10 1-3
8 A0 P3 9-12
12 A32 P6 9-12
22 A63 P1 1-3
23 A84 P10 3-5
19 A95 P10 9-12
15 A98 P6 1-3
30 A11 P6 3-5
8 A77 P2 1-3
6 A40 P2 3-5
25 A67 P2 3-5
9 A65 P8 3-5
5 A67 P7 3-5
18 A95 P7 3-5
28 A31 P7 1-3
3 A94 P5 3-5
5 A2 P1 3-5
12 A79 P9 1-3
23 A34 P8 3-5
27 A46 P4 3-5
26 A68 P8 1-3
11 A87 P5 9-12
2 A1 P1 3-5
11 A8 P5 9-12
17 A78 P3 3-5
3 A32 P6 1-3
21 A34 P8 1-3
10 A2 P4 9-12
20 A39 P2 1-3
13 A0 P7 1-3
10 A56 P1 3-5
29 A65 P10 3-5
7 A99 P1 9-12
6 A77 P9 1-3
17 A3 P10 9-12
5 A55 P7 1-3
8 A10 P4 9-12
10 A2 P9 9-12
29 A9 P10 3-5
11 A56 P4 3-5
3 A83 P7 3-5
7 A73 P1 3-5
21 A4 P7 3-5
3 A16 P9 1-3
19 A98 P10 1-3
18 A32 P5 9-12
10 A87 P8 9-12
30 A74 P2 3-5
28 A80 P7 9-12
25 A59 P10 1-3
13 A46 P4 1-3
23 A79 P1 1-3
28 A90 P10 3-5
4 A68 P9 1-3
23 A26 P3 3-5
29 A46 P2 1-3
12 A59 P9 1-3
26 A64 P7 3-5
25 A48 P8 9-12
8 A87 P6 9-12
29 A64 P8 1-3
4 A45 P3 1-3
23 A20 P1 9-12
2 A95 P9 3-5
25 A23 P10 1-3
1 A97 P2 3-5
5 A51 P2 9-12
14 A17 P2 1-3
17 A96 P5 3-5
7 A36 P4 3-5
3 A40 P10 3-5
13 A69 P10 9-12
11 A20 P10 1-3
28 A46 P2 1-3
27 A58 P6 3-5
26 A96 P6 3-5
1 A78 P10 3-5
3 A44 P5 3-5
30 A95 P7 3-5
5 A98 P2 1-3
19 A98 P8 1-3
1 A29 P1 1-3
2 A50 P5 9-12
17 A28 P6 9-12
6 A90 P3 9-12
21 A40 P1 3-5
21 A88 P1 1-3
11 A6 P1 9-12
1 A98 P10 1-3
13 A46 P1 3-5
9 A51 P8 3-5
26 A46 P9 1-3
16 A44 P5 3-5
5 A12 P1 9-12
25 A23 P2 1-3
3 A47 P7 1-3
20 A75 P2 9-12
15 A65 P2 3-5
11 A72 P7 3-5
20 A84 P2 3-5
3 A88 P1 3-5
3 A36 P1 3-5
20 A79 P8 9-12
30 A31 P6 3-5
22 A54 P3 9-12
16 A17 P8 1-3
16 A4 P7 3-5
23 A89 P10 3-5
22 A27 P3 3-5
13 A26 P6 3-5
24 A86 P9 1-3
15 A82 P3 3-5
6 A7 P10 1-3
13 A50 P3 1-3
29 A30 P4 9-12
24 A53 P6 9-12
14 A89 P5 1-3
10 A43 P9 3-5
15 A24 P7 9-12
15 A73 P1 9-12
26 A64 P3 3-5
12 A63 P8 9-12
1 A39 P4 3-5
25 A97 P7 1-3
8 A82 P10 1-3
1 A26 P6 3-5
4 A49 P8 3-5
27 A34 P1 1-3
3 A36 P4 3-5
16 A67 P7 3-5
12 A50 P8 9-12
28 A57 P7 1-3
4 A28 P8 9-12
15 A15 P7 3-5
11 A74 P9 9-12
10 A84 P10 3-5
8 A22 P4 9-12
18 A56 P5 1-3
30 A55 P6 1-3
9 A92 P5 3-5
22 A55 P7 9-12
17 A66 P10 3-5
2 A50 P4 1-3
21 A47 P3 3-5
14 A75 P1 3-5
21 A34 P8 9-12
21 A89 P10 1-3
2 A17 P2 1-3
13 A82 P6 3-5
9 A92 P4 9-12
18 A7 P10 1-3
13 A76 P4 3-5
9 A84 P1 9-12
18 A80 P6 3-5
12 A27 P2 3-5
13 A41 P2 1-3
9 A21 P8 3-5
25 A27 P6 3-5
6 A38 P8 9-12
9 A34 P8 9-12
1 A61 P6 1-3
29 A89 P5 3-5
26 A19 P9 3-5
15 A25 P3 3-5
12 A67 P6 1-3
26 A19 P1 9-12
10 A95 P8 3-5
11 A45 P3 9-12
19 A26 P4 3-5
1 A37 P8 3-5
8 A1 P7 3-5
26 A32 P6 3-5
8 A94 P3 1-3
17 A16 P1 1-3
4 A66 P5 1-3
25 A18 P1 3-5
20 A1 P10 1-3
11 A56 P6 1-3
27 A71 P3 9-12
25 A81 P5 3-5
18 A61 P2 3-5
18 A24 P4 3-5
12 A28 P3 1-3
13 A89 P4 1-3
6 A69 P10 9-12
19 A41 P10 1-3
10 A95 P1 9-12
12 A74 P6 9-12
14 A97 P10 9-12
20 A31 P1 3-5
15 A59 P10 3-5
14 A8 P10 1-3
11 A93 P7 1-3
2 A50 P8 1-3
6 A64 P5 3-5
10 A56 P9 3-5
30 A2 P8 1-3
5 A32 P4 3-5
15 A11 P6 3-5
9 A75 P8 1-3
16 A48 P7 1-3
12 A70 P9 3-5
19 A58 P10 9-12
20 A37 P1 3-5
20 A84 P1 1-3
27 A21 P1 9-12
6 A4 P8 3-5
19 A37 P8 1-3
10 A38 P9 3-5
13 A83 P10 1-3
7 A86 P10 9-12
7 A43 P9 1-3
12 A2 P10 3-5
7 A64 P3 3-5
2 A76 P5 1-3
30 A24 P6 1-3
1 A76 P7 3-5
21 A41 P6 1-3
24 A93 P2 3-5
23 A34 P8 3-5
7 A38 P6 3-5
18 A78 P3 9-12
19 A33 P5 9-12
24 A56 P9 3-5
14 A50 P7 1-3
1 A41 P6 1-3
6 A72 P1 9-12
20 A81 P10 9-12
2 A13 P1 1-3
14 A10 P7 9-12
14 A44 P8 3-5
25 A22 P8 1-3
15 A61 P1 3-5
3 A14 P7 9-12
16 A78 P3 1-3
18 A77 P9 1-3
19 A71 P7 3-5
1 A11 P6 3-5
13 A22 P4 3-5
5 A32 P3 3-5
6 A94 P5 3-5
16 A33 P2 9-12
1 A85 P10 9-12
12 A71 P9 3-5
8 A31 P10 1-3
8 A56 P5 1-3
2 A27 P7 3-5
16 A66 P9 9-12
2 A8 P4 1-3
7 A76 P9 3-5
1 A41 P8 1-3
27 A60 P6 3-5
30 A53 P4 1-3
9 A45 P3 1-3
19 A13 P9 9-12
11 A53 P1 9-12
21 A25 P2 1-3
24 A45 P3 1-3
15 A25 P5 3-5
29 A65 P8 9-12
9 A69 P4 3-5
1 A35 P8 1-3
21 A95 P4 1-3
3 A72 P7 1-3
15 A12 P3 1-3
20 A1 P9 3-5
16 A23 P4 9-12
27 A74 P6 3-5
26 A85 P2 1-3
2 A34 P2 3-5
29 A43 P9 1-3
9 A14 P10 9-12
6 A10 P9 1-3
27 A19 P1 3-5
29 A87 P9 1-3
9 A19 P1 3-5
19 A27 P2 3-5
26 A51 P3 9-12
2 A96 P6 3-5
20 A16 P8 9-12
23 A66 P4 3-5
30 A87 P5 9-12
7 A76 P5 3-5
1 A34 P8 3-5
7 A35 P8 1-3
12 A20 P2 1-3
12 A20 P5 1-3
2 A32 P1 9-12
24 A10 P7 3-5
19 A10 P4 1-3
14 A77 P6 9-12
13 A45 P3 1-3
24 A37 P1 1-3
17 A63 P8 3-5
24 A81 P10 9-12
4 A45 P3 1-3
8 A10 P6 9-12
9 A82 P6 3-5
11 A91 P1 9-12
9 A87 P8 9-12
16 A41 P6 1-3
26 A3 P10 9-12
12 A17 P2 3-5
23 A40 P6 3-5
25 A31 P9 1-3
6 A26 P4 3-5
7 A27 P1 1-3
20 A89 P10 1-3
23 A43 P4 3-5
24 A97 P2 3-5
4 A97 P5 3-5
9 A61 P3 3-5
8 A94 P5 9-12
1 A92 P8 3-5
4 A10 P7 3-5
26 A85 P6 1-3
7 A3 P10 3-5
18 A92 P7 1-3
1 A12 P1 9-12
7 A70 P1 3-5
11 A84 P10 3-5
10 A38 P2 3-5
28 A49 P4 1-3
20 A99 P5 1-3
11 A32 P3 3-5
7 A62 P8 1-3
13 A90 P9 1-3
2 A4 P6 9-12
17 A97 P7 3-5
24 A69 P10 9-12
27 A37 P10 1-3
9 A55 P7 3-5
18 A46 P6 1-3
4 A98 P5 1-3
27 A98 P5 1-3
16 A14 P2 9-12
19 A10 P2 3-5
16 A27 P3 9-12
10 A81 P10 3-5
23 A93 P1 9-12
18 A11 P10 3-5
29 A53 P9 9-12
26 A68 P1 1-3
22 A56 P5 3-5
16 A63 P8 1-3
30 A88 P6 1-3
11 A50 P10 1-3
24 A90 P10 3-5
15 A65 P9 3-5
10 A52 P1 1-3
20 A72 P1 3-5
3 A44 P9 3-5
27 A62 P8 9-12
15 A89 P6 3-5
15 A91 P9 1-3
15 A2 P7 1-3
13 A58 P6 3-5
3 A75 P2 1-3
17 A45 P3 9-12
20 A34 P1 1-3
4 A31 P7 9-12
2 A65 P2 3-5
20 A71 P1 3-5
21 A55 P10 9-12
11 A75 P9 1-3
24 A46 P1 1-3
12 A88 P1 1-3
11 A56 P10 3-5
5 A32 P10 9-12
27 A93 P1 3-5
17 A32 P3 3-5
18 A95 P9 1-3
9 A88 P1 3-5
25 A76 P9 3-5
2 A65 P10 3-5
7 A90 P3 9-12
28 A15 P4 9-12
16 A15 P6 3-5
22 A32 P7 1-3
9 A23 P2 1-3
25 A17 P1 3-5
22 A31 P8 9-12
21 A5 P6 9-12
1 A5 P3 9-12
9 A32 P6 9-12
5 A34 P8 3-5
11 A51 P3 1-3
24 A4 P5 3-5
22 A33 P2 3-5
24 A56 P2 9-12
1 A49 P6 3-5
9 A88 P1 3-5
4 A97 P7 3-5
6 A49 P1 3-5
16 A22 P1 1-3
16 A53 P3 3-5
18 A85 P4 1-3
12 A24 P10 9-12
25 A72 P5 3-5
10 A10 P7 1-3
27 A68 P9 9-12
13 A77 P10 1-3
13 A39 P7 9-12
9 A70 P1 1-3
14 A5 P8 3-5
13 A56 P2 3-5
1 A65 P9 3-5
16 A61 P5 3-5
8 A32 P8 3-5
7 A70 P4 9-12
18 A56 P6 3-5
14 A14 P5 9-12
2 A44 P8 1-3
13 A31 P2 9-12
7 A86 P8 3-5
10 A58 P6 3-5
25 A7 P3 9-12
14 A81 P6 1-3
22 A21 P9 3-5
13 A42 P5 9-12
30 A19 P1 1-3
20 A10 P9 9-12
25 A4 P7 9-12
3 A80 P6 9-12
24 A7 P9 3-5
2 A25 P7 1-3
5 A75 P1 3-5
8 A46 P9 9-12
28 A19 P8 1-3
18 A99 P9 9-12
30 A91 P6 3-5
18 A99 P4 1-3
28 A98 P10 9-12
18 A27 P4 3-5
29 A52 P1 1-3
27 A17 P3 3-5
1 A33 P7 1-3
8 A82 P6 9-12
8 A49 P3 3-5
25 A84 P6 3-5
25 A63 P3 1-3
24 A50 P4 9-12
2 A65 P10 3-5
18 A84 P7 3-5
18 A81 P7 3-5
29 A53 P3 9-12
13 A72 P7 1-3
25 A70 P9 1-3
16 A17 P9 3-5
19 A58 P2 1-3
27 A55 P6 1-3
18 A32 P9 1-3
9 A86 P6 1-3
13 A67 P6 9-12
26 A79 P5 1-3
12 A47 P2 1-3
7 A32 P6 3-5
17 A30 P3 1-3
1 A54 P6 9-12
2 A46 P5 9-12
11 A78 P3 9-12
23 A34 P8 1-3
28 A69 P4 9-12
5 A38 P4 1-3
10 A52 P1 9-12
20 A37 P4 9-12
7 A1 P2 3-5
10 A31 P4 9-12
8 A74 P6 9-12
15 A29 P1 1-3
4 A32 P8 9-12
25 A95 P4 3-5
4 A90 P1 9-12
29 A79 P1 1-3
5 A24 P9 3-5
11 A56 P9 3-5
14 A63 P7 3-5
21 A15 P8 3-5
1 A35 P1 3-5
26 A85 P1 3-5
20 A6 P1 3-5
5 A32 P6 3-5
16 A24 P10 1-3
4 A30 P9 1-3
27 A56 P8 3-5
5 A67 P2 9-12
17 A95 P1 9-12
11 A7 P3 9-12
21 A12 P7 1-3
28 A81 P1 3-5
11 A69 P5 9-12
22 A88 P1 3-5
6 A99 P2 3-5
23 A95 P4 3-5
16 A92 P7 9-12
30 A83 P7 9-12
29 A27 P8 3-5
3 A73 P2 9-12
2 A33 P6 9-12
9 A45 P3 3-5
20 A15 P9 3-5
6 A65 P10 3-5
26 A49 P10 9-12
18 A12 P6 3-5
27 A12 P10 9-12
14 A91 P10 9-12
17 A68 P8 9-12
8 A76 P9 3-5
5 A32 P1 9-12
27 A6 P1 3-5
6 A92 P8 1-3
16 A77 P1 1-3
24 A43 P7 1-3
21 A10 P1 9-12
25 A12 P1 9-12
10 A85 P10 1-3
12 A75 P4 3-5
12 A26 P3 9-12
20 A40 P1 1-3
17 A18 P8 1-3
20 A74 P3 1-3
26 A49 P1 1-3
26 A69 P10 3-5
28 A53 P3 3-5
17 A14 P7 9-12
2 A57 P4 3-5
12 A73 P8 9-12
9 A27 P2 3-5
18 A82 P10 3-5
18 A5 P3 9-12
3 A92 P10 3-5
23 A95 P4 9-12
10 A10 P6 3-5
14 A44 P5 9-12
2 A50 P8 3-5
19 A24 P7 1-3
2 A79 P1 1-3
23 A11 P9 3-5
16 A95 P9 9-12
2 A46 P6 1-3
14 A7 P6 3-5
4 A53 P4 1-3
4 A44 P5 9-12
28 A28 P2 1-3
28 A20 P4 1-3
20 A17 P10 3-5
21 A78 P3 9-12
12 A4 P8 1-3
14 A43 P9 3-5
17 A22 P7 1-3
10 A37 P5 3-5
13 A36 P8 3-5
18 A25 P10 9-12
27 A41 P6 3-5
21 A38 P3 9-12
14 A22 P10 3-5
9 A73 P2 9-12
5 A61 P4 9-12
16 A28 P1 9-12
9 A34 P7 3-5
12 A17 P4 3-5
7 A16 P8 1-3
24 A91 P2 1-3
30 A41 P3 1-3
21 A44 P8 9-12
26 A85 P8 1-3
21 A38 P5 3-5
12 A88 P1 9-12
5 A0 P4 3-5
15 A43 P7 9-12
16 A82 P2 3-5
4 A16 P2 3-5
6 A87 P8 9-12
18 A97 P5 1-3
28 A41 P8 1-3
9 A9 P6 9-12
8 A58 P10 1-3
20 A58 P10 1-3
19 A57 P2 1-3
6 A60 P10 9-12
19 A24 P9 3-5
4 A9 P3 9-12
5 A32 P8 9-12
20 A85 P8 1-3
23 A74 P5 3-5
22 A37 P6 1-3
25 A35 P2 3-5
12 A71 P7 3-5
15 A11 P10 3-5
8 A22 P4 3-5
2 A22 P3 1-3
18 A22 P10 1-3
27 A8 P4 1-3
15 A45 P3 9-12
4 A21 P4 1-3
19 A3 P9 9-12
21 A1 P7 3-5
20 A34 P6 3-5
19 A80 P4 9-12
22 A21 P9 1-3
14 A71 P7 3-5
19 A23 P2 9-12
3 A49 P10 9-12
15 A79 P7 3-5
4 A93 P6 9-12
17 A21 P8 1-3
24 A84 P2 9-12
6 A81 P1 9-12
16 A14 P6 9-12
27 A45 P9 3-5
25 A44 P7 3-5
9 A91 P10 9-12
22 A34 P6 1-3
23 A18 P2 9-12
9 A80 P7 9-12
21 A84 P1 9-12
20 A52 P1 1-3
9 A78 P3 9-12
22 A10 P3 9-12
24 A87 P1 9-12
14 A46 P7 9-12
6 A13 P8 9-12
22 A96 P6 3-5
10 A36 P1 3-5
28 A6 P2 9-12
29 A29 P4 1-3
7 A11 P6 3-5
2 A66 P3 3-5
14 A23 P3 9-12
22 A38 P5 1-3
17 A74 P6 1-3
16 A55 P6 3-5
26 A91 P5 9-12
6 A94 P1 3-5
6 A35 P3 3-5
1 A14 P9 9-12
6 A16 P8 3-5
19 A65 P3 3-5
3 A18 P1 3-5
18 A77 P2 1-3
15 A57 P10 3-5
2 A43 P4 9-12
14 A68 P8 9-12
16 A47 P6 1-3
30 A56 P6 3-5
18 A85 P8 3-5
14 A85 P10 1-3
17 A71 P1 1-3
12 A77 P8 1-3
29 A80 P5 9-12
1 A3 P10 3-5
27 A50 P2 1-3
7 A94 P5 9-12
29 A64 P1 3-5
14 A4 P7 1-3
30 A32 P10 1-3
21 A24 P9 3-5
28 A30 P2 1-3
3 A42 P5 3-5
4 A93 P3 9-12
29 A5 P3 9-12
11 A59 P5 9-12
11 A10 P3 3-5
29 A39 P9 9-12
13 A69 P9 3-5
1 A46 P9 1-3
29 A53 P8 9-12
19 A82 P5 3-5
22 A27 P8 3-5
15 A97 P9 1-3
17 A46 P6 1-3
29 A96 P9 3-5
4 A36 P2 3-5
13 A81 P6 3-5
13 A93 P9 3-5
18 A11 P7 3-5
10 A39 P7 9-12
26 A61 P2 3-5
30 A98 P9 3-5
15 A31 P10 9-12
4 A17 P10 3-5
26 A19 P1 1-3
29 A97 P2 1-3
21 A15 P10 3-5
17 A71 P5 1-3
10 A47 P8 9-12
8 A0 P8 3-5
27 A96 P4 3-5
20 A94 P6 3-5
20 A60 P1 9-12
2 A6 P1 1-3
8 A81 P8 1-3
29 A4 P7 9-12
6 A95 P4 3-5
29 A68 P5 9-12
29 A8 P8 9-12
20 A39 P5 3-5
29 A22 P7 1-3
24 A62 P5 1-3
19 A20 P6 3-5
24 A55 P9 3-5
28 A74 P6 9-12
20 A50 P8 1-3
13 A82 P2 9-12
14 A62 P7 9-12
17 A96 P6 1-3
16 A96 P7 3-5
13 A10 P1 3-5
15 A95 P5 3-5
3 A8 P3 1-3
28 A78 P7 9-12
7 A76 P7 3-5
11 A59 P2 1-3
17 A59 P6 1-3
10 A95 P1 1-3
4 A80 P9 9-12
9 A78 P7 9-12
22 A15 P8 3-5
17 A99 P8 9-12
22 A89 P3 1-3
7 A40 P9 3-5
8 A0 P1 9-12
22 A66 P7 3-5
9 A77 P4 1-3
1 A41 P5 1-3
1 A53 P1 9-12
5 A59 P6 3-5
6 A50 P8 1-3
20 A59 P7 1-3
3 A51 P6 3-5
21 A71 P3 3-5
6 A30 P7 9-12
29 A48 P7 9-12
11 A51 P2 3-5
29 A18 P8 9-12
19 A14 P7 1-3
28 A21 P1 9-12
1 A94 P8 3-5
28 A59 P10 3-5
28 A14 P1 1-3
4 A8 P2 9-12
30 A27 P10 3-5
18 A12 P10 1-3
2 A25 P6 9-12
20 A6 P1 9-12
13 A39 P7 3-5
18 A24 P5 3-5
22 A27 P1 3-5
9 A70 P1 9-12
11 A16 P8 9-12
9 A65 P2 3-5
20 A48 P7 1-3
19 A47 P9 3-5
8 A0 P9 9-12
10 A82 P6 3-5
27 A86 P3 9-12
19 A1 P3 3-5
13 A46 P7 1-3
16 A80 P4 9-12
9 A10 P9 3-5
13 A56 P10 3-5
11 A75 P1 1-3
21 A4 P1 3-5
16 A21 P1 1-3
22 A5 P10 9-12
1 A88 P1 3-5
9 A86 P9 1-3
3 A90 P8 1-3
13 A72 P6 3-5
30 A95 P5 9-12
23 A27 P2 9-12
28 A37 P6 3-5
18 A43 P9 9-12
12 A85 P6 1-3
19 A4 P7 3-5
30 A9 P6 9-12
